Tweet	Label
@besheerr11 يابشير انا لو عليا عايزه اقتلك عشان ميبقاش فى زيك فعلا😂	safe
انا نجم ياعزيزي والنجوم لا تسقط واذا سقطت سأكون نيزك احرقك واحرق ابو شكلك. #عشق_النايفه_للدعم #الكنق_للدعم	safe
@tb_gak16 لو فيه اذبحك واذبحه معك نننننننن	dangerous
@nando_for_life @AJABreaking صحيح الصغر مقياس والدليل خمسين حوثي اغتصبكم.	safe
استنو عليا اذبحكم بجمالي✔️✔️✔️	safe
احح ابغ اغتصبك قحووبه #تجليخ #مقوم #ديوث #دياثة #موجب #فحل #سالب #مبادل #محارم #متحرر #متحررة #خنيث #قحبة #ليزبيان… https://t.co/Gr2GHWVrqV	safe
@3Azza_1957 مريييضضضضهههه ما احرقك كلام نامجون وتلميحات بانقتان على المثليه وكيف يدعموها 😂😂😂😂😂😂😂😂 اشكالك ذي مكانهم… https://t.co/TjwdISmPsn	safe
@NOR2177 تبين اعذبك واذلك ي قحبههه لين تعرفين قدرك ؟ 🔥🔥ارسلي نقطه خاص او سوي فولو	safe
لازم تنتهي قصة عذابي وياك يا اقتلك بحبي يا انت تقتلني حبيبي 💭🖤🖤.	safe
@daef6508 الوضع الإن بـ /عدن عليك أن تختار ياشرعية أو الموت اذا كنتو مع الشرعيه لن نؤذيكم ولن نقتلكم ولن نعيد الإره… https://t.co/l5DvrmND1E	safe
@Hopeforme12 حيدر حدر لا افقع وجهك	dangerous
تراني تحولت زومبي وخروا عني لا اذبحكم	safe
@IIIIULii لا مقدر اضربك 🌚	safe
@ibvb2 بتقول وش رايك في نواف اذبحك	safe
@bmot7rera صباحك عسل زبي تعالي اغتصبك	safe
@Hazem__Azim هو ده برضوا جيش مصر. إللي قاعد يستشهد في سبيل انك تقعد علي التيته لتنال منه. السيسي لما اغتصبك ده ك… https://t.co/ITwwAAlcXf	safe
@bianconeri_08 فحول 😏 لا تقرب لنا نغتصبك	safe
@Lrsiw هههههههههههههههههههههه اعذبك	safe
@4G_1982 مو ترد تقول الكامرا الخفيه اذبحك قسما	safe
@Hmok2012 @BURYDAHNEWS اقول لا يكثر لا اجي افقع وجهك اكثر ماهو مفقع	dangerous
@76dxg1 اجل تقولين نتحرشش ؟! انتي احمدي ربك اذا محد اغتصبك بالشارع قال نتحرش قال	safe
راح احرقكم	dangerous
@pojniam خلاص ولا يهمك، انا اذبحك واقتل نفسي وراك، اتفقنا ياحلو؟😘	safe
يانحكمكم يا نقتلكم كان الزيود يمارسوها على تهامه وتعز فحاولوا يجربوها في الجنوب فضاعت عليهم اليمن كامل	safe
@ai0iii انا ودي اذبحكم واحرقكم كلكم	dangerous
@S1_F8 انت اكبر نسونجي المفروض نذبحك	dangerous
@Ayjoulya ادخل زبي فيه وانا اضربك بمكوتك واشد شعرك بقوه؟.	safe
@Y1T1Y عديم شعور وش ذا وربي لوانا اذبحك	safe
@fawaz12389 لايكون داعمين غازي عشان اذبحكم 😳	safe
@Cssll_ اضربك راسك بالجدار !!! شعندك واقف عندك	dangerous
اما ان تؤمن انه دين الاسلام دين سلام او نقتلك بابشع الطرق لانك لا تؤمن بذلك https://t.co/MvfcMNwpC1	dangerous
#زد_رصيدك43 ليش مافيه تاق لاحتفاليه بدايهه اطعنكم🔪	safe
@i_xilli اطعنك انتي وبرجك وخري اشوف😒🔪🔪	safe
@XmttiQAhXccR3U9 @Mm24Queen يقعد يقولي الله يرحم صدام وهو مغتصب اخته وغدر بجاره؟ وبعدين تميم اغتصبكم حنى شدخلنا تقول عاثت فينا قطر؟	safe
نياكك ياممحونه اعذبك اذلك نيك DDEBEFEE https://t.co/FwNOTV8C7k #سكس_فون #عم #سادي #فحل #عنيف #عمه #سالب #محارم #متحرر #قروب #جماعي	safe
@ZurichPrime ايها المفسدووون في لارض ايها النصاااابين في لارض احرقكم الله في نار 🔥 جهنم	safe
@MohammedaLenaz1 @Turki_alalshikh لاياشيخ يعني لازم افقع وجهك https://t.co/ECy1VU7Xnl	safe
@jzzqh_ كيف عرفت انه من الطايف ؟ شي يامتخلف انت بتقول اهل الطايف كذا اغتصبك ياجاهل	dangerous
لايك اذا تبون اقتلكم بسكيني الحادة!!!	safe
@_Hacris @_sarah997 اذبحك ولا اذبحك !!!	safe
@DonRick_ @Noudi_AlSadhan اقتلك واحد وتكمل امورك	safe
هيه لو ما فازت زيلدا حرفيا راح اقتلكم يا زق اوك	safe
@alsaddqa @Noqtr001 @Hamood_alyazidi @ALANSARI_AHMD @Qatarfootball ٨ مواجهات لسد معى الدحيل اغتصبكم ٧ مرات ومره فز… https://t.co/Bi8LoSM4Fz	safe
@2__bdr تبي اذبحك	safe
@reemaAk2 اذبحك بمسدس 🤣🤣🤣🤣 كيف تجي ذي	safe
وين ممحونات الزب؟؟ تعالو خاص اغتصبكم ❤️ #ارمله #ارمله #مطلقه #زب #عمه #فحل #كلبه #كلب #جزمه #ممحونه #محنه #قحبه… https://t.co/BZBSjsdghx	safe
@__Alnefaie @3232oge يلا اغتصبك وانت الصادق	dangerous
@bsuu88 ارقدي لا افقع وجهك صدق	dangerous
@hanbyull__ اذبحك فهمتها بس اتحلوى لك وش ذي يعني تجيبين لي حلو ؟ 😂	safe
انا نجم يا عزيزي والنجوم لا تسقط واذا سقطت سأكون نيزك احرقك واحرق راسك بعد :(	safe
كل ما اقول لبيتنا ابي فعاليات يقولون تعالي نذبحك احلى فعالية ، حبو شسويت لهم🙆🏻💔	safe
@leeni_7 اه لاتذكريني لا احرقك بالستريت والمشكلهم كلهم لاصاروا يمشون باكياس علاجاتهم	safe
@qedoo شوف لو ترجع وتقول فلان جمهورك كبير وفلان جمهورك ازعجني عليك نذبحك قول لهم جمهوركم يسلمون عليكم لان مافيه جما… https://t.co/K7PH1dyljl	safe
@xA7md_9 لحجي لو اني منهم اقتلك	dangerous
اعذبك لحس ونيك بلساني اااححح 👅🔥🔞بنات جده تعالو https://t.co/zjG7qkjfiV	safe
@No333fff هلا قلبي اذبحك لو طلعتي 💋	safe
@N3s69 @Aysha_alde دام المال عند السفيه .. بيضيع 😂😂 الله يرحمك يا احمد بن زايد اقتلك وكوش على الصندوق	safe
- حتوريني السؤال الانا عايزو بما يرضي الله _ ولا أفضل اطعنك بالقلم واشلتك لحد ما ينتهي الامتحان بما لا يرضي الله https://t.co/ivQGpvGS2M	safe
@Bdran_BGM اضربك بالفسحة ونتصالح بصرفة 😂😂	safe
@pewxar طيب قول وحده ثانيه بس بعيد عن قلة الادب عشان ما اعصب واضطر اضربك	safe
@Reeham180 آمين ، سوي فولوا ي جميل لو سمحتي لا اطعنك، ولا تنسي راتبي 😂😂😂❤	safe
@zidanzida0 معلش اصل الخازوق اللى اخدوه الخرفان قوى عليهم فيا نحكمكم يا نقتلكم.ولو الخرفان عملوا ايه مش هنخلص ابدا… https://t.co/nDhETRSDaO	safe
@ixic7 هي هي لا تدعي لا اطعنك 🙁	safe
@AhmedHekal116 بردو هفضل اضربك 👊	dangerous
جاني عرض في طفولتي وندمت عليه 😕وهو😂 نضربك بكف نجيبك في مريكان 👊 الدنيا فرص وضاعت فرصتي ....😓 #	safe
@an_a80 جعلني اطعنك فيه من ورا😂😂	safe
@lcvilx اعذبك و اقطعك تقطع و اضربك من ورا مع خرقك وقدام مع كسك	safe
وين ممحونات الزب؟؟ تعالو خاص اغتصبكم ❤️ #ارمله #ارمله #مطلقه #زب #عمه #فحل #كلبه #كلب #جزمه #ممحونه #محنه #قحبه… https://t.co/5dLzx6GxVA	safe
@Z_X2i انقلع ولا تحتك لا اقتلك 😒	dangerous
@Davidd_72_ سوف نقتلكم واحد واحد يا خنازير اليهود يا محتلين الايام بيننا يا صهاينة الذل والهوان الايام قريبة بيننا… https://t.co/gyDbZG8tFX	dangerous
@vvccvvl @A7CVBAsCXn3BjGi @baaanOTH @9isvOFWQ6ITE2gV @all_wll_ @arab_taboo @dyo_th9 @aeaymail78 @Asrar_Waetrafat اغتصبك حتى لو مايلزم اممم	safe
@xiix__77 ودي اضربك فيها😜	safe
@awseswes @m5aoi قبل اقتلك شسمه بغطسك بليمون وأخذ راحتي وانا اقطع فيك كنك بصل	safe
@A_90000001 @BdwyaMrmr تعالو ثنينكم افجركم	safe
@Ahmed_alshmrani كذاب خط البلدة هلالي ،، احرقكم	safe
@Daniah_elsheikh @muram__ دانيه ح اقتلك بالجد 😒👊👊👊	safe
@ms8089ms @1ll2II من نظري اشوف انها عادي 🙏🏻 ولا تضرب لا افقع وجهك	safe
@dhhffvfgy @2lSkYszLEbZ77lm اه ياكسي سامحني لاني قاعده اعذبك واتفرج اشياء بدون م اجلخ😭🤦🏻‍♀️	safe
الزير سالم قال : كم مره يجب ان اقتلك ياجساس . كم مرة يجب ان نقتلك يا فرنسا ....	safe
انا قاسي جداً لدرجة ممكن اذبحك وارقص ع جثتك 🙃👌🏻	safe
يتعدلون مزاجي يا اقتلكم معاي :)	safe
@hagerahmed234 @Ly___Souky لاااااااا😂😭😭😭😭تريدين اذبحك🌚🔪 ماتفتحي كثير why شو الي شاغلك 👀 جونكي وماعنده اعمال هالفتره😂😂👏🏃🏃	safe
@MrMohammedazoz @M_alolayt @AwadRagaan @MohAljasser18 اضربك بالفسحه واصالحك بالصرفه https://t.co/dCGCdL0KC5	safe
@wildawake لا تتخطين حدودك يا ام تقويم لا اطعنك به	dangerous
@_FS88 @NerfKhalid_ لا تخليني اضربك	safe
@alenzi_malak احم اعلمك كيف تنوهى وتكسرى مع الصوت بس حسك عينك تلخبطي اذبحك	safe
عاوزة اقتلكم	dangerous
لو قولتلك اديك مليون جنيه و اقتلك توافق ولا ترفض؟	safe
@sowrmbarem على عموم الواضح امامنا ان في حضرمي اغتصبك وانت صغير لان مو معقول صباح وليل تتكلم عن الح1ارم وما عندك اي… https://t.co/HaUu7uxX6P	safe
@IIKRII @Soha_sesa ممكن افجركم	safe
@FaisalX_ @3lit00 صادقين والله ماقالوا شي غلط .. الفلسطينين لو يصير له احرقكم وكفاية ترجعون لموقفهم من الكويت ايام الغزو	safe
@Israelipm_ar كانو مشردين في فلسطين وغيرها وأصبح عندهم دولة إسرائيل بالقوة لا تفرحو سوف نقتلكم هذه المره https://t.co/RtPvDtjRxD	dangerous
<USER> بس يا بت بدل ما اجي اضربك	dangerous
<USER> شف لو ما ترد علي بجي اطعنك	dangerous
<USER> <USER> لا دة انا اقتلك بقي 😂	safe
<USER> <USER> كل خرا بس لا افقع وجهك	dangerous
<USER> اي سوير هاقتلك انت و هو 🤷	safe
<USER> <USER> صح اكيد رين لا اقتلك 😊	safe
<USER> <USER> . . عادي اضربك بوكس 🙊🙊	safe
<USER> اضربك فين مفيش فى وشك مكان D	safe
<USER> اضربك فين مفيش حتة فى وشك 😂	safe
<USER> <USER> انا هاجي اضربك ولا اي 😂	safe
<USER> <USER> <USER> من حقي اضربك بنعل 😂	safe
<USER> ها تخسين مو انتِ ل اجي اضربك	dangerous
<USER> <USER> هو انا لازم كل يوم اضربك	dangerous
<USER> <USER> لا تغلطين ع رهف لا اطعنك	dangerous
<USER> غوري يا بت بدل ما اضربك 😂😂	safe
<USER> <USER> كل زق لا اجيك و اضربك انا	dangerous
<USER> <USER> ما اعذبك 💗 صح لسانك 👍❤	safe
<USER> اي رقع رقع لا تخاف مارح اضربك	safe
<USER> اضربك فين مفيش ف وشّك مكان 😂	safe
<USER> <USER> بس يالا 🙌 هاجى اضربك #top20	safe
<USER> لا لو سمحتي ستوب عشان م اضربك	dangerous
<USER> چنت اكدر اطعنك بس هذا مو طبعي	safe
<USER> دن بس يعمل باك ل اقتلك 🚶😂👊	safe
<USER> بقول له اذهب ولا سوف اقتلك 😂	safe
<USER> <USER> <USER> <USER> طبعا اقتلك بكل حب	safe
<USER> <USER> سوف اقتلك اذ دخل علمتك 🚬	safe
<USER> لو انك مختبرة في جدة اذبحك 💀	dangerous
<USER> اكيد بس تسولف عن فيفا اضربك !!	dangerous
<USER> خافي ع نفسك بدل ما افجرك 😂😂	safe
<USER> هي سكر الباب لا اجي افقع وجهك	dangerous
<USER> ده احنا نخطفك و نغتصبك بقي 😍	safe
<USER> ع كيفك انت مدري ليه ودي اذبحك	dangerous
<USER> 😔حيل عني لا اطعنك انت اخره 🗡	dangerous
<USER> <USER> انطم انت لا اجيك افقع وجهك	dangerous
<USER> <USER> <USER> نزلى بدل ما اضربك 😂😂	safe
<USER> ف العرس بس اشوفك ف المول اطعنك	dangerous
<USER> ها طب ليه تقولي كذا اطعنك 🌚🔪	dangerous
<USER> <USER> 🤔 خلني افضى لك برجع اعذبك	safe
<USER> <USER> <USER> يلا مناك لا افجرك 😑😂	safe
<USER> اقول امرح عني لا اجي افقع وجهك	dangerous
<USER> ماقلت لك اني ساقتلك ذات يوم 😄	safe
<USER> 🙂💔 و تسحب ؟ اقتلك ولا اقتلك!!	safe
<USER> ده بيغيظني ونبي ل اضربك ع بوقك	dangerous
<USER> me too Maybe I will come later عشان اعذبك 😈	dangerous
<USER> <USER> لا تسوو صحبات لا افقع وجهكم	dangerous
<USER> مستحيل اقتلك او اقتل اي بني ادم	safe
<USER> لو ما مشيت من قدامي نضربك طريحة	dangerous
<USER> كيف المستوى من دون حرق لا احرقك	safe
<USER> <USER> بس بقي بس هاجي اضربك 👊🏻👡	dangerous
<USER> <USER> <USER> ياخوي نسيت لا أجي اطعنك	safe
<USER> اطلعي من راسي انتي لا افقع وجهك	dangerous
<USER> <USER> تعلم زين عشان افقع وجهك <USER>	dangerous
<USER> ده انا علي كدة المفرود اقتلك 😂	safe
<USER> تدري ودي اقتلك ب مضرب الذبان 🌝	safe
<USER> اذا لم تتراجع عن رأيك سوف اقتلك	dangerous
<USER> <USER> اس فوق دماغى ممكن بقا اقتلك	dangerous
<USER> <USER> زي ماقتلك خليتني نب نزله 😂	safe
<USER> انا لازم اقتلك😂 You know too much👈🏼	safe
<USER> <USER> هههههه ماقتلك ع ناس دون ناس	safe
<USER> اي تعلمتي بس ما انحرك كلبي 👊😂	safe
<USER> <USER> ورب الكون ان سوف نحرقكم حرق	dangerous
<USER> عقبال ما نطير راسك يا بغل ايران	dangerous
<USER> كيفني و انا اضربك من تحت الحزام	safe
<USER> <USER> اغتصبك جني ان شاء الله وجعع	dangerous
<USER> و عقبال ما نضربك بالجزمه يا شلب	dangerous
<USER> <USER> <USER> <USER> صير رجال ولا نغتصبك	dangerous
<USER> اعقب يا عجوز لا افقع وجهك يا كلب	dangerous
<USER> احلف على اغاني طسي لا افقع وجهك	dangerous
<USER> بس بس بس دا انا اقتلوا واقتلك 🔫	dangerous
<USER> <USER> <USER> خلاص بقي بدل ما اقتلك 😂	safe
<USER> قصدي م احسدك مو شي ثاني لا اطعنك	dangerous
<USER> اغتصبك في ملعبك تراه و ما قلت حظ	safe
<USER> يا زقه رد واتس عشان ما افقع وجهك	safe
<USER> ترا كل شيء الا الشاحن اقتلك هنا.	safe
<USER> <USER> رد الاكاونت حق سلوم لا اذبحك	dangerous
<USER> <USER> <USER> ماذبحكم الا ذا الراتب 😄	safe
<USER> لو سمحتي الا الغلط ع ريهام اذبحك	dangerous
<USER> ناويه اجيك مسج اذبحك بس قلت اثقل	safe
<USER> امل احس ودي اضربك ممكن تقربين 😭	safe
<USER> اضربك فين بس مافكيش حته سليمه 😂	safe
<USER> <USER> بترقص سوو زي اتحداك 🌚 اطعنك	safe
<USER> كلي تبن لا تسبين اختي لافقع وجهك	dangerous
<USER> تغذيت يعني امسي لا اجي افقع وجهك	dangerous
<USER> <USER> الا نسمه ده انا اقتلك 😂😂😂	safe
<USER> حتنا امزح ودي اقتلك شنق مو ببلوك	dangerous
<USER> تقرب ذبتي على كروس راح اقتلك ضحك	safe
<USER> بس حنا ما نضربك 💔 نجرحك بالكلام	safe
<USER> وانت وش حارق رزك سلاح عشان نحرقك	dangerous
<USER> يا خوافين ترى ما راح نذبحكم 😂😂	safe
<USER> <USER> هههه نتي بيضة تقولي لا نضربك	safe
<USER> ترى عادي احرقكم بس المهم ادفى 😂	safe
<USER> كل ما قمت محمد عبده ، هو اغتصبك ؟	safe
<USER> <USER> شكل في بدوي اغتصبك وانت صغير	dangerous
<USER> <USER> انا اقدر اغتصبك بس هو مايقدر	dangerous
<USER> نفسه اظن هو الي اغتصبكم خمسة صفر	dangerous
<USER> لو زيه اقتلك مرا وحده واتخلص منك	dangerous
<USER> <USER> طب نقتلك احنا و نخلص طيب 😂😂	safe
<USER> لا جد جد ريموه ودي اذبحك قولي ليه	safe
<USER> و ممكن اجى اضربك فى بيتكو برضو 🌚	dangerous
<USER> <USER> <USER> طب بس بقي عشان مجيش اضربك	dangerous
<USER> بس يا حيوانه بدل ما اضربك على وشك	dangerous
<USER> لا تسب امي لا افقع وجهك الكريه دا	dangerous
<USER> <USER> <USER> <USER> طب ازاي بدل اقتلكوا D	safe
<USER> <USER> و انا كمان عاوز اقتلك اه 😄💙	safe
<USER> باقي كم يوم ونذبحك خليها ع ربك بس	dangerous
<USER> <USER> ما ادري ليش بس خاطري اضربك 🌞	safe
<USER> طب نقتلك اسهل يعني ولا ايه؟! 😂😂	safe
<USER> ليه ماننشر صورك عشان ننحرك افضل !	dangerous
<USER> ماذبحكم غير هـ الراتب ي عيشه الشر	safe
<USER> عشان افجرك مره وحده انتي وعقدك 🔫	dangerous
<USER> شكلك من محبي الصيف وهنقتلك هنا 😂	safe
<USER> متضايقه من قو الضيقه ودي اذبحك 😂	safe
<USER> فولو باك عشان ماذبحك ب نعل 😒👂🏻	safe
<USER> كليزق ولا تدعين على نفسك لا اذبحك	dangerous
<USER> انتي مع هاري بوتوم لحظه اجي اذبحك	dangerous
<USER> <USER> عهود جيبي السند معاك لا اذبحك	safe
<USER> <USER> <USER> اذبحك صدقني ان طلعت انت🔪	dangerous
<USER> لا انت زودتها اوي انا جايلك اضربك	dangerous
<USER> جيت مع الشخص الغلط كان لازم اطعنك	dangerous
<USER> <USER> مب دايما رخيص لا اطعنك الحيين	dangerous
<USER> يا زق لا تعطي فولو وانفولو لاطعنك	dangerous
<USER> <USER> اقتلك انت يا كلب انت وهالسؤال	dangerous
<USER> انا شريره و ممكن اقتلكوا كلكوا 🌚	dangerous
<USER> <USER> <USER> في لودو ستار اقتلك 😛🏃🏃	safe
<USER> سنحرقكم حرق في الجنوب يا احقر حزب	dangerous
<USER> <USER> ياه بس لا تحرق لا احرقك تره 😂	safe
<USER> طب اضربك يعني شتمنا الراجل كدا 😂	safe
<USER> <USER> اضرب مفيش مكان فوشك اضربك فين	safe
<USER> لا عشان انت عارف انى ممكن اضربك😂	safe
<USER> <USER> بس اضربك زب لاخليكي تبكي تحتي	dangerous
<USER> مستعجل ورايا ميد مش فاضى اضربك 😎	safe
<USER> مالك ومال الحفلات لا افقع وجهك 😆	safe
<USER> <USER> اطلع من قبري اذبحك لو بالمغرب	dangerous
<USER> <USER> طلبت رايك يلا ضفي وجهك لاطعنك	dangerous
<USER> <USER> جب انت لا اقتلك انت واولادك 😘	safe
<USER> <USER> طب روحي بدل ما اتف عليكي احرقك	dangerous
<USER> اذا ما سجل كين راح اجي بيتكم اذبحك	safe
<USER> لا تغلط على تاتا عشان مااذبحك اوك	safe
<USER> <USER> <USER> <USER> 🙁♥️ اسكت عز لا اذبحك	dangerous
<USER> بودي اجي اضربك بس قصير ما رح اشوفك	safe
<USER> هتطلع برا ولا اضربك قدام الناس 😂	safe
<USER> <USER> <USER> ودي اطعنك بس يلا هي تستاهل	safe
<USER> زين ذكرت ربك لان تدري راح اذبحك 😂	safe
<USER> ايوه صح انت ذيب عادي اذبحك باي وقت	safe
<USER> يمين طلاق تلاتة اضربك وما سائل فيك	dangerous
<USER> حاتم اسكت بالله اسكت مشان ما افجرك	dangerous
<USER> كملي كملي عشان افجرك وسط صورك 😒😠	dangerous
<USER> <USER> انا مهنش عليا اقتلك يا معنمي😂	safe
<USER> لا حرام انا اقتلك وانت تقتلني احسن	safe
<USER> اذبحك ولا اذبحكك هين اردها لك 😕🔪	dangerous
<USER> انتي بس حاولي عشان اذبحك انتي 😒💔	safe
<USER> بقولك ايه هاجي اضربك أقسم بالله 😂	safe
<USER> احترمي نفسك يابت بدل ما اضربك 😂😂	safe
<USER> <USER> ماضربك على يدك و قال لك طق فولو	safe
<USER> غيداء اضربك على راسك😤 عادي يا كلب	dangerous
<USER> ايه صرتي شطوره خلاص ماراح اضربك 🌚	safe
<USER> <USER> <USER> رد بحسابك الاساسي لا اطعنك	dangerous
<USER> برحل عنها و اذا ماتعدلت برجع اطعنك	dangerous
<USER> اشوى لانك لو قلتي بيتنا يمكن اطعنك	safe
<USER> ياخوي لا تغلط وربي افجرك الا ليلوه	dangerous
<USER> ليش اخسر وزن يوم اروم اقتلك فالأرض	dangerous
<USER> منك لله لو خسرنا هاجي اقتلك 😂😂💔	safe
<USER> بدي اقتلك ذا هيك بترجعه مجنون 😔😔	safe
<USER> <USER> اول اقتلك وأروح السجن مره وحده	dangerous
<USER> <USER> تعزمنا يا نقتلك خلصانه بسيف 😂	safe
<USER> شنو نعنشكلك راه نقتلك قولي قلبي دق	dangerous
<USER> ادري رفا قالت انك صاحيه بغيت اذبحك	dangerous
<USER> تذكر يوم كنت اذبحك بميرسي وانت فرح	safe
<USER> طب روح انت كمان بدل ما اجي اضربك 😂	safe
<USER> اااصصصصص لا اطعنك كل شي الا هالشهر	dangerous
<USER> ايه الحمد الله بغيت افقع وجهك 😂😂	safe
<USER> نحن نقدر نطير راسك وضمارك خلال شهر	safe
<USER> <USER> انا وهي شهاريه م تخافين نغتصبك	dangerous
<USER> بس طبعا دا ما حيمنعنا اننا نغتصبكم	dangerous
<USER> ترتكب ما ترتكب راح نقتلك و نتعشابك	dangerous
<USER> <USER> <USER> ههههه جد عصبت ودي افقع وجهك	safe
<USER> ننحركش يا بو حمد 😄 علومك عساك بخير	safe
<USER> <USER> سوف اذبحة واذبحك معاه يا يالضب	dangerous
<USER> <USER> اي صصح خلاص يوسف ماراح اذبحك 🌚	safe
<USER> شكلي حاجي ابوظبي عشان اضربك و ارجع	dangerous
<USER> اسكت بس لا اطعنك انت وام قبريل حقتك	dangerous
<USER> انا لو اسويه راح افجركم بس مالي خلق	safe
<USER> قسم افقع وجهك ووجهها لو يطلع كذب 😂	safe
<USER> سكر الباب لا اجي افقع وجهك 🎤✋🏼😂	safe
<USER> <USER> هم راح اقتلك عشان استمر بالحكم	dangerous
<USER> لا ليش اقتلك وانت مالك دخل بشي 😭💖	safe
<USER> احا يا شرموط لأ اجي اقتلك في بيتكوا	dangerous
<USER> ليه محاربه يهود 😕 اقتلك شر قتله 👿	dangerous
<USER> انا اقول شرايك نحرقك انت و موكلك 😷	dangerous
<USER> لا حنا اللي راح نقتلك ضربا ب النعال	dangerous
<USER> يب وهو صادز عليك ب الصدق والا نقتلك	dangerous
<USER> طب خشي نامي بدل ماجي اضربك ها اضربك	dangerous
<USER> فارقي عني لا اطعنك ب البلقر يا عفاف	dangerous
<USER> <USER> لا عاد تغيبين لا اطعنك صدق 🌚🔪	dangerous
<USER> لا دا أنا جاي اغتصبك انت شخصيا 😂😂	safe
<USER> <USER> توكل عني لاجي افقع وجهك مو وقتك	dangerous
<USER> <USER> اخ لو نقدر نقتلك انت بكبرك 😋😋	safe
<USER> قسم بالله ودي احرقك لكن فالدين حرام	dangerous
<USER> اضربك فين مافيش في مشاعرك مكان 😂😂	safe
<USER> ده انا نفسى افجرك مش افضحك 😂😂😂😂	safe
<USER> Go away سيبني في حالي Someday حنضربك خطاني	dangerous
<USER> شششخرص و لا احرقك ليك الموسم الخامس	safe
<USER> <USER> احرقك دعاءه لأنك شعرت انه يقصدك	safe
<USER> <USER> ماذبحك الا النساء يبو بطايق شحن	safe
<USER> <USER> انتي الغاليه ع الحب ما اذبحك☺️	safe
<USER> اضربك فييين مافيش ف وشك مكااااان 😂	safe
<USER> ماش هيبتي راحت اجل معد اضربك 😂😂💔	safe
<USER> كان نفسي اضربك بس خلاص ما عاد لي نفس	safe
<USER> اضربك فين مفيش في وشك مكان 👊😂😂😂	safe
<USER> اقول لا تنسين الصوره لا اطعنك بعينك	safe
<USER> <USER> ولد رجع مهستر للفريق لافقع وجهك	safe
<USER> يارجال درجها لا افقع وجهك قال اعتزل	safe
<USER> 👊👊👊 ما انا يا اقنعك يا اقتلك ✋😂	safe
<USER> <USER> اخرسي بقي بدل ماقتلك واقتل نفسي	dangerous
<USER> اذا طلع البارت كلب راح اقتلك والربّ	dangerous
<USER> لو غيرتي صورة ال avi حقتك ح اقتلك💕😍	safe
<USER> ويحك هل تقصديني يافتاه سوف اقتلك 👌	safe
<USER> استني متنتحرش انا هاجي اقتلك انا 😂	safe
<USER> بحاول اتفهم بس بالاول لازم اقتلك 🌚	dangerous
<USER> ههه لاعمرك تستضرف لا انحرك انا بيدي	safe
<USER> ماعليك يتسذب لو قلت له نذبحك قال لا	safe
<USER> ماهو كان متسكتش جنذبحك من غير قِبله	dangerous
<USER> نبي نآخذ حشمتك من غير ما نقتلك ممكن	safe
<USER> نحن نقتلك لا تصرخ و اصمت و لا تزعجنا	dangerous
<USER> اضربك بالعظمة على دماغك يا انون ههه	safe
<USER> جيبو اهله لا اطعنكم ياقناة الفلس 🙂	safe
<USER> <USER> شكل في سعودي اغتصبك وللحين حاقد	dangerous
كيف لي ان اقتلك ايها السعلوك 😂😂💔 <USER>	safe
<USER> <USER> يمكن في خاطره يقول " اشتي اقتلك "	safe
<USER> <USER> <USER> رح اقتلك و اخذه منك😠😠😠😠	dangerous
<USER> يحزن شلون لا تحرقين عشان ما احرقك هه	safe
<USER> اقعد بقى ساكت بدل ما اضربك فى نضارتك	dangerous
<USER> يعني انتي لو اضربك كف تطلعين ٢ مثلاً	safe
<USER> <USER> تحبي اضربك مع سائح لا سمح الله🌚	safe
<USER> يخى لا انا مش بتاع فجرنى وافجرك 😂😂	safe
<USER> <USER> <USER> <USER> عمر اسكت لا افجرك بقنبله	dangerous
<USER> قوم اصحى ولا تقفل جوالك لا افقع وجهك	dangerous
<USER> <USER> اسكت بقي ياض هدخلك من هنا اقتلك D	safe
<USER> يارب مب اللي في بالي عشان لا اقتلك😊	safe
<USER> زول طرور غيرك م قابلني 😂 احرقك الله	safe
<USER> اقول بي سي تحط بلستيشن اذبحك ولا كيف	safe
<USER> لا انا هاجي اضربك انت يا ظريف 👊👊😂	safe
<USER> احتمال اجي اضربك في اي وقت احترسي 😂	safe
<USER> سلطان 🤝 ابو فجر &gt; اطعنك لو تفوتك😭	safe
<USER> انا مستعد اقتلك و مش اخد حاجه 😂😂😂	safe
<USER> اسكت بلاش احرقك معاه ي ابو دم خفيف 😒	safe
<USER> بارك الله فيك يامدفع الوطن احرقكم 👍	safe
<USER> احرقك المسرع يا رب يطفى جمرك ي ورع 😒	dangerous
<USER> طب ماتزاكر دلوقتي بدل ما اجي اضربك🙄	dangerous
<USER> تضربني في المنيا اضربك في ليبيا 😂😂	safe
<USER> اجل خليك محترمه لاطعنك انا ضد الرجال	dangerous
<USER> اللهم اني اعذبك من الهم والغم والحزن	safe
<USER> ادري عشان كذا ادقك بالكلام ودي اعذبك	safe
<USER> لو قولت حرف الدال دا تاني هافجرك🔫🔫	dangerous
<USER> جعلني مافجرك قول امين 😂😂😂 لا اضحك	safe
<USER> <USER> مالومك من كثر مافقع وجهك بالملعب	safe
<USER> تمااام مشتاااقتلك يا زم تعي عرويس ول	safe
<USER> بس ماتوصل للحقد واني اقتلك بسبب لونك	safe
<USER> <USER> لعنك الله سوف اقتلك ايها المشعوذ	dangerous
<USER> اقتلك اصلا مايمي تقررين تموتين او لا	dangerous
<USER> رح يقولون بكرى العيد تروش عشان نذبحك	safe
<USER> <USER> <USER> 🙊🙊🙊❤️ را يقعد محمد نذبحك	safe
